"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","FoldEnrichment"
"GO:0032609","GO:0032609","type II interferon production","11/494","114/16910",0.000506869744873245,0.0239061468476613,0.0205281952737952,"CCR2/WNT5A/AXL/IL1B/TLR3/SLC7A5/PTPN22/IL18R1/CD226/TNF/TLR7",11,3.3029689608637
"GO:0032649","GO:0032649","regulation of type II interferon production","11/494","114/16910",0.000506869744873245,0.0239061468476613,0.0205281952737952,"CCR2/WNT5A/AXL/IL1B/TLR3/SLC7A5/PTPN22/IL18R1/CD226/TNF/TLR7",11,3.3029689608637
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","17/494","233/16910",0.000512838614364751,0.0239061468476613,0.0205281952737952,"MEF2C/CORO1A/INPP5D/BCL2/MNDA/CCR2/CD86/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/SPN/TMEM131L/EFNB1/TSPAN32",17,2.49752393529218
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","7/494","49/16910",0.000516490826955645,0.0239061468476613,0.0205281952737952,"INPP5D/PTPN22/GHRL/SYT11/NLRP12/TNF/BANK1",7,4.89010989010989
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","8/494","64/16910",0.00052758188356371,0.0241540749301124,0.0207410909831225,"CD86/IL1B/TLR3/NFAT5/IL18R1/NLRP12/TNF/TLR7",8,4.27884615384615
"GO:0046631","GO:0046631","alpha-beta T cell activation","14/494","173/16910",0.000569080641280797,0.0255218324718799,0.0219155836390712,"BCL2/CCR2/CD86/RUNX1/CARD11/RASAL3/PTPN22/SPN/CDH26/IL18R1/RUNX3/GPR18/FUT7/IRF4",14,2.77012005335705
"GO:0051146","GO:0051146","striated muscle cell differentiation","19/494","279/16910",0.000578907741251811,0.0255218324718799,0.0219155836390712,"MEF2A/MEF2C/BCL2/BHLHE41/ADGRB3/SKI/NFATC2/TANC1/ALPK3/PGM5/TMOD1/RYR1/JAM2/ASB2/MYEF2/TMEM119/POPDC2/SGCB/NEB",19,2.3311276537083
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","9/494","81/16910",0.000581753132181242,0.0255218324718799,0.0219155836390712,"SEMA4D/FN1/UNC5B/PDGFB/OSM/TNF/PTK2/NKX3-1/GPER1",9,3.8034188034188
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","8/494","65/16910",0.000586525598602439,0.0255218324718799,0.0219155836390712,"MEF2C/SORL1/BCL2/PDGFB/NR4A3/PLAU/P2RY6/SEMA6D",8,4.21301775147929
"GO:0006690","GO:0006690","icosanoid metabolic process","11/494","116/16910",0.000587753501845287,0.0255218324718799,0.0219155836390712,"ALOX5AP/LTC4S/ALOX5/PLA2G4A/DAGLB/PTGS1/IL1B/HPGDS/PTGS2/GGT7/AKR1C3",11,3.24602122015915
"GO:0030278","GO:0030278","regulation of ossification","11/494","117/16910",0.000632065415998099,0.0268915104261009,0.0230917253521475,"MEF2C/ALOX5/BCL2/WNT5A/RUNX2/ENPP1/TRPM4/SMAD6/VDR/TMEM119/PKDCC",11,3.21827744904668
"GO:0097237","GO:0097237","cellular response to toxic substance","11/494","117/16910",0.000632065415998099,0.0268915104261009,0.0230917253521475,"ALOX5AP/LTC4S/PTGS1/IPCEF1/GPX7/TNF/PTGS2/GSTM2/SESN2/PTPN13/GSTM3",11,3.21827744904668
"GO:0002697","GO:0002697","regulation of immune effector process","23/494","375/16910",0.000698617245927019,0.029425758398446,0.0252678827053183,"C3/CX3CR1/SERPINB9/CCR2/CD86/WNT5A/AXL/IL1B/TLR3/SLC7A5/CD1D/PTPN22/NR4A3/CD1C/CD1E/IL18R1/CD226/TNF/TLR7/FUT7/TRPM4/IRF4/SHLD3",23,2.09948717948718
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/494","119/16910",0.00072906305235745,0.0301995775413388,0.0259323607817364,"C3/CCR2/PLA2G4A/IL1B/CD1D/CD1C/CD1E/IL18R1/CD226/TNF/SHLD3",11,3.16418875242405
"GO:0009743","GO:0009743","response to carbohydrate","16/494","219/16910",0.000731328800858631,0.0301995775413388,0.0259323607817364,"IL1B/RUNX2/GHRL/SERPINF1/TNF/PTGS2/MAP2K6/TRPM4/PTPRN2/SLC2A5/SESN2/MLXIPL/OXCT1/GPER1/GIPR/CDT1",16,2.50087811731647
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","4/494","15/16910",0.000759976719801395,0.0310778829495483,0.026686561157257,"BCL2/RUNX1/RUNX3/GPR18",4,9.12820512820513
"GO:1902074","GO:1902074","response to salt","23/494","380/16910",0.000835870407720807,0.0336204857774971,0.0288698928203829,"ALOX5AP/MEF2A/MEF2C/CLDN1/CCND1/KCNMB1/WNT5A/P2RY12/IL1B/PDGFB/RUNX2/ENPP1/SYT11/TNF/PTGS2/ABCC6/RYR1/TRPM4/SYT6/SYT17/P2RX5/GIPR/AKR1C3",23,2.07186234817814
"GO:0014902","GO:0014902","myotube differentiation","11/494","121/16910",0.000838117522943304,0.0336204857774971,0.0288698928203829,"MEF2C/BCL2/BHLHE41/ADGRB3/SKI/NFATC2/TANC1/RYR1/JAM2/MYEF2/TMEM119",11,3.11188811188811
"GO:0042116","GO:0042116","macrophage activation","10/494","103/16910",0.000859591196610526,0.0341565860389013,0.0293302418227782,"CX3CR1/PLA2G4A/CD93/WNT5A/TLR1/TLR3/SYT11/TNF/TMEM229B/SHPK",10,3.32337565347274
"GO:0001649","GO:0001649","osteoblast differentiation","16/494","223/16910",0.000887613978082585,0.0348452972223318,0.0299216377407738,"CLEC5A/MEF2C/SEMA4D/PDLIM7/SKI/RUNX2/TNF/PTK2/MAP2K6/AREG/EPHA2/IBSP/TRPM4/SMAD6/FFAR4/TMEM119",16,2.45601931700586
"GO:0040013","GO:0040013","negative regulation of locomotion","21/494","335/16910",0.00089346915954697,0.0348452972223318,0.0299216377407738,"CX3CR1/VASH1/MEF2C/LDLRAD4/PADI2/BCL2/SEMA4D/ADGRG1/SVBP/WNT5A/SRGAP1/ST6GAL1/SEMA4C/TACSTD2/GHRL/NEDD9/SERPINF1/TNF/CCDC125/GPR18/SEMA6D",21,2.14580941446613
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","12/494","142/16910",0.000947507403102211,0.036613772310702,0.0314402263356755,"MEF2C/CORO1A/BCL2/CCR2/CD86/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/EFNB1",12,2.89274106175515
"GO:0071277","GO:0071277","cellular response to calcium ion","9/494","87/16910",0.000980594620359267,0.0375478594632112,0.0322423264646358,"ALOX5AP/MEF2A/MEF2C/WNT5A/SYT11/RYR1/SYT6/SYT17/AKR1C3",9,3.54111405835544
"GO:0070661","GO:0070661","leukocyte proliferation","21/494","340/16910",0.00107679465255107,0.0408599916805866,0.0350864525952155,"MEF2C/GAPT/CSF2RA/CORO1A/INPP5D/BCL2/MNDA/CCR2/CD86/ST6GAL1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/SPN/TMEM131L/PTK2/EFNB1/TSPAN32",21,2.11425339366516
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","11/494","125/16910",0.00109697013553126,0.0412539125969436,0.0354247122714795,"C3/CCR2/PLA2G4A/IL1B/CD1D/CD1C/CD1E/IL18R1/CD226/TNF/SHLD3",11,3.01230769230769
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/494","186/16910",0.0011575070317059,0.042698981924004,0.0366655925153391,"C3/MEF2C/CCR2/PLA2G4A/IL1B/CD1D/CD1C/CD1E/IL18R1/CD226/TNF/FUT7/TRPM4/SHLD3",14,2.57650951199338
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","19/494","296/16910",0.00117282918294585,0.042698981924004,0.0366655925153391,"ADGRG1/LPAR6/RASAL3/DENND3/ARHGAP9/MCF2L/ARHGAP6/IQSEC2/CYTH3/SPATA13/PRAG1/RHOF/OPHN1/GARNL3/CCDC125/GPR18/PLEKHG1/NET1/FGD5",19,2.19724532224532
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","5/494","28/16910",0.00117472880276439,0.042698981924004,0.0366655925153391,"BCL2/RUNX1/PTPN22/RUNX3/GPR18",5,6.11263736263736
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","22/494","366/16910",0.00117594537112642,0.042698981924004,0.0366655925153391,"VASH1/MEF2C/ALOX5/HTRA1/CLDN1/CCND1/WNT5A/PDGFB/RUNX2/TACSTD2/GHRL/NR4A3/ZEB1/SERPINF1/TNF/RUNX3/AREG/PPP1R16B/VDR/UHRF1/EGR3/NKX3-1",22,2.05758722152165
"GO:0034329","GO:0034329","cell junction assembly","25/494","440/16910",0.0012417086384743,0.0447015109850747,0.038385163129084,"MEF2C/CLDN1/BCL2/SEMA4D/FN1/CTNND1/WNT5A/IL1B/IL1RAP/ADGRB3/GHRL/ARHGAP6/CDH26/SDK2/TNF/MYO1C/PTK2/SYNDIG1/OPHN1/TLN2/EPHA2/FSCN1/ITGA6/EPHB3/PTPN13",25,1.94493006993007
"GO:0001946","GO:0001946","lymphangiogenesis","4/494","17/16910",0.00126501852443158,0.044775277520217,0.038448506412622,"VASH1/PDPN/PTPN14/EPHA2",4,8.05429864253394
"GO:0031649","GO:0031649","heat generation","4/494","17/16910",0.00126501852443158,0.044775277520217,0.038448506412622,"IL1B/TNF/PTGS2/ADRB1",4,8.05429864253394
"GO:0045444","GO:0045444","fat cell differentiation","16/494","231/16910",0.0012865120929717,0.0451565744633067,0.0387759258899189,"ALOX5/CCND1/WNT5A/PLAC8/ENPP1/NR4A3/GRK5/TNF/PTGS2/TRIB2/RETN/TRPM4/SMAD6/FFAR4/ADRB1/GPER1",16,2.37096237096237
"GO:0007266","GO:0007266","Rho protein signal transduction","11/494","128/16910",0.00133161776113914,0.0457577288755596,0.039292136856206,"ADGRG1/LPAR6/TAX1BP3/MCF2L/ARHGAP6/PDPN/PRAG1/OPHN1/CCDC125/GPR18/NET1",11,2.94170673076923
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","13/494","168/16910",0.00133622997428628,0.0457577288755596,0.039292136856206,"CX3CR1/CCR2/CD86/WNT5A/TLR1/AXL/TLR3/PTPN22/GHRL/SYT11/SPN/ADAM8/GPR18",13,2.64880952380952
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","13/494","168/16910",0.00133622997428628,0.0457577288755596,0.039292136856206,"CX3CR1/CCR2/CD86/WNT5A/TLR1/AXL/TLR3/PTPN22/GHRL/SYT11/SPN/ADAM8/GPR18",13,2.64880952380952
"GO:0051592","GO:0051592","response to calcium ion","12/494","148/16910",0.00135768531023785,0.0461175042477568,0.0396010757723028,"ALOX5AP/MEF2A/MEF2C/CCND1/KCNMB1/WNT5A/SYT11/RYR1/SYT6/SYT17/GIPR/AKR1C3",12,2.77546777546778
"GO:0015732","GO:0015732","prostaglandin transport","5/494","29/16910",0.00138579558723116,0.0466957681073413,0.0400976306334844,"PLA2G4A/ABCC4/IL1B/PTGS2/MAP2K6",5,5.90185676392573
"GO:0061041","GO:0061041","regulation of wound healing","11/494","129/16910",0.00141842693614924,0.0469318703898666,0.0403003715348582,"ALOX5/CLDN1/PDGFB/PLAU/HBEGF/TNF/THBD/TNFRSF12A/PTK2/PLAT/ST3GAL4",11,2.91890280262373
"GO:0043065","GO:0043065","positive regulation of apoptotic process","27/494","494/16910",0.00142188271143983,0.0469318703898666,0.0403003715348582,"MEF2C/SKIL/HTRA1/GSN/INPP5D/BCL2/MNDA/BIN1/WNT5A/TLR3/MMP2/STK17A/APAF1/ITM2C/TNF/PTGS2/ADAM8/TNFRSF12A/MAP2K6/VDR/ZBP1/NET1/ITGA6/NKX3-1/GPER1/CDKN2A/AKR1C3",27,1.8709124883214
"GO:1904659","GO:1904659","glucose transmembrane transport","10/494","110/16910",0.00142622967946413,0.0469318703898666,0.0403003715348582,"C3/MEF2A/IL1B/ENPP1/NR4A3/TNF/FFAR4/SLC2A5/SLC5A9/SESN2",10,3.11188811188811
"GO:0016266","GO:0016266","O-glycan processing","6/494","43/16910",0.00146837175273872,0.0475752447887345,0.0408528367806497,"ST6GAL1/B3GNT5/GALNT3/XXYLT1/ST3GAL4/B3GNT6",6,4.77638640429338
"GO:0042908","GO:0042908","xenobiotic transport","6/494","43/16910",0.00146837175273872,0.0475752447887345,0.0408528367806497,"CLDN1/ABCC4/SLC7A5/ABCB4/ATP8B1/SLC18A1",6,4.77638640429338
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","19/494","302/16910",0.00148056380936945,0.0476040821760621,0.040877599429437,"C3/MEF2C/GAPT/INPP5D/CCR2/PLA2G4A/IL1B/CD1D/CD1C/SPN/CD1E/IL18R1/CD226/TNF/CCR6/FUT7/TRPM4/IRF4/SHLD3",19,2.15359144167091
"GO:0002699","GO:0002699","positive regulation of immune effector process","17/494","258/16910",0.00158191602287717,0.0491967882586187,0.0422452552748073,"C3/CCR2/CD86/WNT5A/IL1B/TLR3/SLC7A5/CD1D/PTPN22/NR4A3/CD1C/CD1E/IL18R1/CD226/TNF/TLR7/SHLD3",17,2.25551580202743
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","4/494","18/16910",0.00158921623261225,0.0491967882586187,0.0422452552748073,"CCR2/PLA2G4A/IL1B/IL18R1",4,7.60683760683761
"GO:0090303","GO:0090303","positive regulation of wound healing","7/494","59/16910",0.00159675521144976,0.0491967882586187,0.0422452552748073,"CLDN1/PLAU/HBEGF/THBD/PTK2/PLAT/ST3GAL4",7,4.0612777053455
"GO:1905517","GO:1905517","macrophage migration","7/494","59/16910",0.00159675521144976,0.0491967882586187,0.0422452552748073,"CKLF/CX3CR1/CCR2/P2RY12/MMP2/PTK2/MCOLN2",7,4.0612777053455
"GO:0031589","GO:0031589","cell-substrate adhesion","21/494","351/16910",0.00159677337150972,0.0491967882586187,0.0422452552748073,"CORO1A/BCL2/FN1/ST6GAL1/AXL/PDGFB/TACSTD2/NEDD9/CASS4/ARHGAP6/PLAU/PDPN/PTK2/ANTXR1/DMP1/SMAD6/ITGA6/EPHB3/SPOCK1/ITGB7/CDKN2A",21,2.04799474030243
"GO:0010720","GO:0010720","positive regulation of cell development","24/494","424/16910",0.00162220115756576,0.0491967882586187,0.0422452552748073,"CX3CR1/SKIL/RHOH/INPP5D/BCL2/SEMA4D/CD86/FN1/TENM4/RUNX1/BIN1/AXL/IL1B/SLC7A5/NEDD9/SERPINF1/ZBTB46/TNF/RUNX3/PLXNA2/ADAM8/CD101/EGR3/GPER1",24,1.93759071117562
"GO:0097421","GO:0097421","liver regeneration","5/494","30/16910",0.00162354073313105,0.0491967882586187,0.0422452552748073,"CLDN1/CCND1/SLC7A5/TNF/TYMS",5,5.7051282051282
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","5/494","30/16910",0.00162354073313105,0.0491967882586187,0.0422452552748073,"ALOX5/NFAT5/TNF/FUT7/ST3GAL4",5,5.7051282051282
