"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","FoldEnrichment"
"GO:0050866","GO:0050866","negative regulation of cell activation","19/494","216/16910",2.00914358166351e-05,0.00445535486380726,0.00382581079423245,"INPP5D/MNDA/CCR2/CD86/FN1/RUNX1/AXL/PDGFB/PTPN22/SYT11/SPN/ZBTB46/TMEM131L/SOCS6/RUNX3/THBD/BANK1/TSPAN32/GPER1",19,3.01103988603989
"GO:2000401","GO:2000401","regulation of lymphocyte migration","10/494","66/16910",2.00977546088172e-05,0.00445535486380726,0.00382581079423245,"CORO1A/PADI2/CCR2/WNT5A/NEDD9/SPN/SPNS2/ADAM8/CCR6/JAM2",10,5.18648018648019
"GO:0050867","GO:0050867","positive regulation of cell activation","27/494","382/16910",2.28425323108749e-05,0.00481063730467025,0.00413089163264032,"MEF2C/RHOH/CORO1A/SH3KBP1/INPP5D/BCL2/CCR2/PLA2G4A/CD86/RUNX1/WNT5A/CARD11/AXL/IL1B/CD1D/RASAL3/PTPN22/NFATC2/NR4A3/FLOT2/CD226/TNF/RUNX3/ADAM8/EFNB1/EGR3/SHLD3",27,2.41945227547322
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","21/494","265/16910",3.592084410823e-05,0.00703928202476376,0.00604462763959822,"ALOX5/RHOH/CORO1A/CCR2/CD86/RUNX1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NR4A3/NFAT5/FLOT2/TNF/RUNX3/ADAM8/EFNB1/FUT7/ST3GAL4/EGR3",21,2.71262699564586
"GO:0006633","GO:0006633","fatty acid biosynthetic process","15/494","151/16910",3.67733654919529e-05,0.00703928202476376,0.00604462763959822,"LTC4S/ALOX5/PLA2G4A/DAGLB/PTGS1/IL1B/PRKAB1/HPGDS/LPGAT1/ACSM3/PTGS2/GSTM2/PECR/MLXIPL/AKR1C3",15,3.40040753948039
"GO:0050901","GO:0050901","leukocyte tethering or rolling","7/494","33/16910",3.84386245416825e-05,0.00703928202476376,0.00604462763959822,"CX3CR1/SPN/TNF/JAM2/FUT7/ST3GAL4/ITGB7",7,7.26107226107226
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","10/494","72/16910",4.36818333717711e-05,0.00720853283783094,0.00618996322056958,"CX3CR1/CORO1A/CCR2/WNT5A/NEDD9/SPN/TNF/ADAM8/CCR6/JAM2",10,4.7542735042735
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","13/494","119/16910",4.48291397277498e-05,0.00720853283783094,0.00618996322056958,"CX3CR1/CORO1A/PADI2/CCR2/WNT5A/NEDD9/SPN/TNF/SPNS2/ADAM8/PTK2/CCR6/JAM2",13,3.73949579831933
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","14/494","138/16910",5.27099620496768e-05,0.00720853283783094,0.00618996322056958,"SEMA4D/FN1/UNC5B/PDGFB/OSM/TNF/PTK2/PIP5K1B/PPP1R16B/PIK3C2B/NKX3-1/FBXL2/PTPN13/GPER1",14,3.4726867335563
"GO:0051249","GO:0051249","regulation of lymphocyte activation","31/494","492/16910",5.31442231007506e-05,0.00720853283783094,0.00618996322056958,"MEF2C/RHOH/CORO1A/SH3KBP1/INPP5D/BCL2/MNDA/CCR2/CD86/RUNX1/CARD11/AXL/IL1B/CD1D/RASAL3/PTPN22/NFATC2/NEDD9/ZEB1/SPN/FLOT2/TMEM131L/SOCS6/RUNX3/ADAM8/EFNB1/BANK1/EGR3/IRF4/TSPAN32/SHLD3",31,2.1568167604753
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","15/494","156/16910",5.37317763470186e-05,0.00720853283783094,0.00618996322056958,"CX3CR1/P2RY12/AXL/TNFAIP8L3/SESN3/CASS4/OSM/HBEGF/TNF/ADAM8/PTK2/EPHA2/BANK1/GPER1/AKR1C3",15,3.2914201183432
"GO:0002274","GO:0002274","myeloid leukocyte activation","19/494","232/16910",5.38279703281753e-05,0.00720853283783094,0.00618996322056958,"CX3CR1/LAT2/RHOH/CCR2/PLA2G4A/FN1/CD93/WNT5A/TLR1/TLR3/NR4A3/SYT11/CD226/TNF/BATF3/TMEM229B/SHPK/IRF4/TSPAN32",19,2.80338196286472
"GO:0048247","GO:0048247","lymphocyte chemotaxis","9/494","60/16910",5.66215407477751e-05,0.00720853283783094,0.00618996322056958,"CKLF/PADI2/CCR2/WNT5A/NEDD9/ADAM8/CCL3L1/CCL17/CCL22",9,5.13461538461538
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","17/494","194/16910",5.70443051726283e-05,0.00720853283783094,0.00618996322056958,"INPP5D/MNDA/CCR2/CD86/FN1/RUNX1/AXL/PTPN22/SYT11/SPN/ZBTB46/TMEM131L/SOCS6/RUNX3/BANK1/TSPAN32/GPER1",17,2.99960348929421
"GO:0010573","GO:0010573","vascular endothelial growth factor production","7/494","35/16910",5.75232567427682e-05,0.00720853283783094,0.00618996322056958,"C3/NDRG2/CCR2/ADGRG1/IL1B/TNF/PTGS2",7,6.84615384615385
"GO:0002673","GO:0002673","regulation of acute inflammatory response","8/494","47/16910",5.78293719716839e-05,0.00720853283783094,0.00618996322056958,"ALOX5AP/C3/IL1B/OSM/TNF/PTGS2/ADAM8/FUT7",8,5.82651391162029
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","25/494","359/16910",5.81885366776476e-05,0.00720853283783094,0.00618996322056958,"ALOX5/RHOH/CORO1A/CCR2/CD86/RUNX1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NR4A3/NFAT5/SPN/FLOT2/TMEM131L/SOCS6/TNF/RUNX3/ADAM8/EFNB1/FUT7/ST3GAL4/EGR3/TSPAN32",25,2.38375830297836
"GO:0030595","GO:0030595","leukocyte chemotaxis","19/494","234/16910",6.04501172332706e-05,0.00727473982247245,0.00624681512221106,"CKLF/CX3CR1/ALOX5/CORO1A/PADI2/CCR2/WNT5A/IL1B/MMP2/PDGFB/NEDD9/ADAM8/PTK2/GPR18/CCR6/CCL3L1/TRPM4/CCL17/CCL22",19,2.77942143326759
"GO:0032729","GO:0032729","positive regulation of type II interferon production","10/494","75/16910",6.24522994420113e-05,0.00730691903471532,0.00627444739423248,"CCR2/WNT5A/IL1B/TLR3/SLC7A5/PTPN22/IL18R1/CD226/TNF/TLR7",10,4.56410256410256
"GO:0014074","GO:0014074","response to purine-containing compound","14/494","141/16910",6.67698993979746e-05,0.00760094098011538,0.00652692387856162,"P2RY12/IL1B/ENPP1/KCNQ1/THBD/PTGS2/P2RY6/AREG/TLR7/PLAT/RYR1/TRPM4/GSTM2/P2RX5",14,3.3987997817785
"GO:0060326","GO:0060326","cell chemotaxis","22/494","299/16910",7.19860307531648e-05,0.00797908319821921,0.00685163439523197,"CKLF/CX3CR1/ALOX5/CORO1A/PADI2/CCR2/WNT5A/IL1B/MMP2/PDGFB/NEDD9/HBEGF/ADAM8/PTK2/GPR18/CCR6/CCL3L1/EPHA2/TRPM4/CCL17/EGR3/CCL22",22,2.51865191664523
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","15/494","162/16910",8.28404008610575e-05,0.0089467632929942,0.00768258076541413,"MEF2C/CSF2RA/CORO1A/BCL2/CCR2/CD86/ST6GAL1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/PTK2/EFNB1",15,3.16951566951567
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","20/494","261/16910",8.73983758868577e-05,0.00920304898088612,0.00790265314598008,"MEF2C/CSF2RA/CORO1A/INPP5D/BCL2/MNDA/CCR2/CD86/ST6GAL1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/SPN/TMEM131L/PTK2/EFNB1/TSPAN32",20,2.62304745063366
"GO:0046683","GO:0046683","response to organophosphorus","13/494","128/16910",9.57823001746706e-05,0.00983987922770031,0.00844949893196838,"P2RY12/IL1B/ENPP1/KCNQ1/THBD/PTGS2/P2RY6/AREG/TLR7/PLAT/TRPM4/P2RX5/TYMS",13,3.4765625
"GO:0043547","GO:0043547","positive regulation of GTPase activity","20/494","266/16910",0.000113293848378227,0.0113617545087879,0.00975633240670642,"RGS1/SEMA4D/BIN1/WNT5A/TAX1BP3/NEDD9/ARHGAP6/TBC1D4/RGS16/GARNL3/CCDC125/CCL3L1/EPHA2/CCL17/ARAP3/TBC1D30/NET1/ITGA6/CCL22/ADRB1",20,2.57374204742626
"GO:0001503","GO:0001503","ossification","26/494","399/16910",0.000123767476518525,0.0121234560720006,0.0104104051240551,"CLEC5A/MEF2C/ALOX5/BCL2/SEMA4D/WNT5A/PDLIM7/MMP2/SKI/RUNX2/ENPP1/TNF/PTGS2/PTK2/MAP2K6/AREG/RYR1/EPHA2/IBSP/DMP1/TRPM4/SMAD6/VDR/FFAR4/TMEM119/PKDCC",26,2.23057644110276
"GO:0019370","GO:0019370","leukotriene biosynthetic process","5/494","18/16910",0.000130326545799244,0.0121985646868092,0.0104749008506714,"ALOX5AP/LTC4S/ALOX5/PLA2G4A/GGT7",5,9.50854700854701
"GO:0032310","GO:0032310","prostaglandin secretion","5/494","18/16910",0.000130326545799244,0.0121985646868092,0.0104749008506714,"PLA2G4A/ABCC4/IL1B/PTGS2/MAP2K6",5,9.50854700854701
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","15/494","170/16910",0.000142526770669799,0.0130504947404607,0.0112064527236025,"SEMA4D/FN1/UNC5B/TNFAIP8L3/PDGFB/OSM/TNF/PTK2/PIP5K1B/PPP1R16B/PIK3C2B/NKX3-1/FBXL2/PTPN13/GPER1",15,3.02036199095023
"GO:0043627","GO:0043627","response to estrogen","9/494","68/16910",0.00015353756606557,0.0137595793248549,0.0118153432699059,"SERPINB9/CCND1/CKB/MMP2/GHRL/SMAD6/ZNF366/TNFRSF11B/GSTM3",9,4.53054298642534
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","11/494","100/16910",0.000160788921047468,0.0141092278219153,0.0121155862438399,"FN1/ST6GAL1/AXL/TACSTD2/NEDD9/CASS4/PDPN/PTK2/ANTXR1/EPHB3/ITGB7",11,3.76538461538461
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","7/494","41/16910",0.000165302549752679,0.0142092722358833,0.0122014943276091,"CORO1A/CCR2/WNT5A/NEDD9/SPN/ADAM8/JAM2",7,5.84427767354597
"GO:0002523","GO:0002523","leukocyte migration involved in inflammatory response","5/494","19/16910",0.000172645746991427,0.0143954443968161,0.0123613602607738,"ALOX5/TNF/ADAM8/CCR6/FUT7",5,9.0080971659919
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","12/494","118/16910",0.000174303813921563,0.0143954443968161,0.0123613602607738,"CCR2/WNT5A/AXL/IL1B/TLR3/SLC7A5/NR4A3/IL18R1/CD226/TNF/TLR7/TRPM4",12,3.48109517601043
"GO:0014812","GO:0014812","muscle cell migration","10/494","85/16910",0.000181770075037367,0.0144583819006813,0.0124154046610539,"MEF2C/SORL1/BCL2/PDGFB/NR4A3/PLAU/P2RY6/PLAT/SEMA6D/NET1",10,4.02714932126697
"GO:0030217","GO:0030217","T cell differentiation","21/494","297/16910",0.000181931206252638,0.0144583819006813,0.0124154046610539,"RHOH/BCL2/CCR2/CD86/RUNX1/CARD11/IL1B/CD1D/RUNX2/PTPN22/ZEB1/SPN/IL18R1/TMEM131L/RUNX3/ADAM8/GPR18/CCR6/FUT7/EGR3/IRF4",21,2.42035742035742
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","22/494","320/16910",0.000191931080881994,0.0147374178933654,0.0126550127159503,"MEF2C/RHOH/CORO1A/SH3KBP1/INPP5D/BCL2/CCR2/CD86/RUNX1/CARD11/AXL/IL1B/CD1D/RASAL3/PTPN22/NFATC2/FLOT2/RUNX3/ADAM8/EFNB1/EGR3/SHLD3",22,2.35336538461538
"GO:0072678","GO:0072678","T cell migration","9/494","70/16910",0.000192440167173575,0.0147374178933654,0.0126550127159503,"CORO1A/CCR2/WNT5A/SPN/SPNS2/ADAM8/CCR6/FUT7/ITGB7",9,4.4010989010989
"GO:0002367","GO:0002367","cytokine production involved in immune response","12/494","120/16910",0.000204364526265034,0.0153711318683629,0.0131991825610274,"CCR2/WNT5A/AXL/IL1B/TLR3/SLC7A5/NR4A3/IL18R1/CD226/TNF/TLR7/TRPM4",12,3.42307692307692
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","18/494","237/16910",0.000217400949296757,0.0160647859375077,0.0137948229322928,"MEF2C/CORO1A/INPP5D/BCL2/MNDA/CCR2/CD86/ST6GAL1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/SPN/TMEM131L/EFNB1/TSPAN32",18,2.59980525803311
"GO:0014909","GO:0014909","smooth muscle cell migration","9/494","72/16910",0.000239211907710099,0.0173717337116369,0.0149170982739002,"MEF2C/SORL1/BCL2/PDGFB/NR4A3/PLAU/P2RY6/PLAT/SEMA6D",9,4.27884615384615
"GO:0002685","GO:0002685","regulation of leukocyte migration","17/494","220/16910",0.000263618033393173,0.0186298046297686,0.0159974030858911,"CX3CR1/CORO1A/PADI2/CCR2/WNT5A/P2RY12/NEDD9/SPN/TNF/SPNS2/ADAM8/PTK2/GPR18/CCR6/JAM2/FUT7/ST3GAL4",17,2.6451048951049
"GO:0045123","GO:0045123","cellular extravasation","9/494","73/16910",0.000265916320488202,0.0186298046297686,0.0159974030858911,"CX3CR1/CCR2/SPN/TNF/ADAM8/JAM2/FUT7/ST3GAL4/ITGB7",9,4.22023182297155
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","11/494","106/16910",0.000269804862871767,0.0186298046297686,0.0159974030858911,"CX3CR1/P2RY12/AXL/TNFAIP8L3/CASS4/OSM/HBEGF/TNF/ADAM8/PTK2/AKR1C3",11,3.5522496371553
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","12/494","124/16910",0.000277906870558839,0.0188381472846921,0.016176306810167,"MEF2C/SEMA4D/PDLIM7/SKI/RUNX2/TNF/PTK2/AREG/TRPM4/SMAD6/FFAR4/TMEM119",12,3.31265508684864
"GO:0001819","GO:0001819","positive regulation of cytokine production","28/494","468/16910",0.000286040577185981,0.0188381472846921,0.016176306810167,"C3/CLEC5A/SORL1/MNDA/CCR2/CD86/RUNX1/WNT5A/TLR1/CARD11/IL1B/IL1RAP/TLR3/CLEC9A/SLC7A5/PTPN22/OSM/NR4A3/SPN/IL18R1/NLRP12/CD226/TNF/PTGS2/ADAM8/MCOLN2/TLR7/IRF4",28,2.04799474030243
"GO:0033198","GO:0033198","response to ATP","6/494","32/16910",0.000286239654848123,0.0188381472846921,0.016176306810167,"P2RY12/IL1B/ENPP1/PTGS2/TRPM4/P2RX5",6,6.41826923076923
"GO:0050729","GO:0050729","positive regulation of inflammatory response","13/494","144/16910",0.000312037402000369,0.0202200236496239,0.0173629232918748,"ALOX5AP/C3/CCR2/WNT5A/IL1B/TLR3/OSM/NLRP12/TNF/PTGS2/ADAM8/TLR7/ZBP1",13,3.09027777777778
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","13/494","145/16910",0.000333851889367467,0.0207453886586758,0.0178140539389238,"MEF2C/CORO1A/BCL2/CCR2/CD86/ST6GAL1/CARD11/IL1B/CD1D/RASAL3/PTPN22/NFATC2/EFNB1",13,3.06896551724138
"GO:0042692","GO:0042692","muscle cell differentiation","24/494","379/16910",0.000340455132952393,0.0207453886586758,0.0178140539389238,"MEF2A/MEF2C/BCL2/BHLHE41/BIN1/SEMA4C/ADGRB3/PDGFB/SKI/NFATC2/TANC1/ZEB1/ALPK3/PGM5/TMOD1/RYR1/JAM2/ASB2/MYEF2/TMEM119/POPDC2/SGCB/NEB/GPER1",24,2.1676476557743
"GO:0036336","GO:0036336","dendritic cell migration","6/494","33/16910",0.000341306550471776,0.0207453886586758,0.0178140539389238,"ALOX5/CCR2/NLRP12/CCR6/TRPM4/ASB2",6,6.22377622377622
"GO:0006692","GO:0006692","prostanoid metabolic process","7/494","46/16910",0.000347017233197696,0.0207453886586758,0.0178140539389238,"PLA2G4A/DAGLB/PTGS1/IL1B/HPGDS/PTGS2/AKR1C3",7,5.20903010033445
"GO:0006693","GO:0006693","prostaglandin metabolic process","7/494","46/16910",0.000347017233197696,0.0207453886586758,0.0178140539389238,"PLA2G4A/DAGLB/PTGS1/IL1B/HPGDS/PTGS2/AKR1C3",7,5.20903010033445
"GO:0051960","GO:0051960","regulation of nervous system development","27/494","450/16910",0.000349696722404078,0.0207453886586758,0.0178140539389238,"YWHAH/CX3CR1/SORL1/SKIL/BHLHE41/SEMA4D/FN1/TENM4/BIN1/WNT5A/IL1B/IL1RAP/SEMA4C/SLC7A5/ADGRB3/SKI/GHRL/SERPINF1/TNF/PLXNA2/SYNDIG1/JAM2/SEMA6D/NCMAP/EPHB3/PTPN13/GPER1",27,2.05384615384615
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","14/494","166/16910",0.000375166923846064,0.0214419900633477,0.0184122251856007,"SEMA4D/FN1/UNC5B/PDGFB/OSM/TNF/PTK2/PIP5K1B/PPP1R16B/PIK3C2B/NKX3-1/FBXL2/PTPN13/GPER1",14,2.88693234476367
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","8/494","61/16910",0.000378853464762902,0.0214419900633477,0.0184122251856007,"MEF2C/NDRG2/MMP2/PDGFB/NR4A3/TNF/P2RY6/GPER1",8,4.48928121059269
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","13/494","147/16910",0.000381399154598639,0.0214419900633477,0.0184122251856007,"CX3CR1/CORO1A/CCR2/WNT5A/P2RY12/NEDD9/SPN/TNF/ADAM8/PTK2/CCR6/JAM2/FUT7",13,3.02721088435374
"GO:2000404","GO:2000404","regulation of T cell migration","7/494","47/16910",0.000397625108912248,0.0214419900633477,0.0184122251856007,"CORO1A/CCR2/WNT5A/SPN/SPNS2/ADAM8/CCR6",7,5.09819967266776
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","15/494","187/16910",0.000402241149122678,0.0214419900633477,0.0184122251856007,"CCR2/CD86/WNT5A/AXL/IL1B/TLR3/SLC7A5/PTPN22/NR4A3/IL18R1/CD226/TNF/TLR7/TRPM4/SHLD3",15,2.74578362813657
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","6/494","34/16910",0.000404330223070177,0.0214419900633477,0.0184122251856007,"CCR2/CD86/RUNX1/CARD11/IL1B/IRF4",6,6.04072398190045
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","6/494","34/16910",0.000404330223070177,0.0214419900633477,0.0184122251856007,"ADGRG1/LPAR6/MCF2L/PRAG1/GPR18/NET1",6,6.04072398190045
"GO:0032635","GO:0032635","interleukin-6 production","13/494","148/16910",0.000407255271858455,0.0214419900633477,0.0184122251856007,"INPP5D/WNT5A/TLR1/IL1B/IL1RAP/TLR3/PTPN22/GHRL/SYT11/NLRP12/TNF/TLR7/BANK1",13,3.00675675675676
"GO:0032675","GO:0032675","regulation of interleukin-6 production","13/494","148/16910",0.000407255271858455,0.0214419900633477,0.0184122251856007,"INPP5D/WNT5A/TLR1/IL1B/IL1RAP/TLR3/PTPN22/GHRL/SYT11/NLRP12/TNF/TLR7/BANK1",13,3.00675675675676
"GO:0070486","GO:0070486","leukocyte aggregation","4/494","13/16910",0.000417025231667875,0.0216853120467295,0.0186211656401666,"SEMA4D/IL1B/NR4A3/JAM2",4,10.5325443786982
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","16/494","209/16910",0.0004393716010391,0.0225686973606913,0.019379728127989,"LTC4S/ALOX5/DSE/PLA2G4A/DAGLB/PTGS1/IL1B/PRKAB1/HPGDS/LPGAT1/ACSM3/PTGS2/GSTM2/PECR/MLXIPL/AKR1C3",16,2.62053735737946
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","5/494","23/16910",0.000453616316313147,0.0227089535952755,0.0195001660802136,"ALOX5/NFAT5/TNF/FUT7/ST3GAL4",5,7.44147157190635
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","7/494","48/16910",0.000453963585439686,0.0227089535952755,0.0195001660802136,"PLA2G4A/DAGLB/PTGS1/IL1B/HPGDS/PTGS2/AKR1C3",7,4.99198717948718
"GO:1901888","GO:1901888","regulation of cell junction assembly","16/494","210/16910",0.000463124558050045,0.0227089535952755,0.0195001660802136,"MEF2C/CLDN1/SEMA4D/WNT5A/IL1B/IL1RAP/ADGRB3/GHRL/ARHGAP6/TNF/MYO1C/PTK2/SYNDIG1/EPHA2/EPHB3/PTPN13",16,2.60805860805861
"GO:0050727","GO:0050727","regulation of inflammatory response","23/494","364/16910",0.000463668093350829,0.0227089535952755,0.0195001660802136,"ALOX5AP/C3/ALOX5/CCR2/DAGLB/WNT5A/IL1B/TLR3/GHRL/OSM/SYT11/SERPINF1/NLRP12/TNF/PTGS2/ADAM8/TLR7/FUT7/FFAR4/ZBP1/SHPK/FBXL2/GPER1",23,2.16293322062553
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","8/494","63/16910",0.000473525637439474,0.0229251722401732,0.0196858329127893,"MEF2C/NDRG2/MMP2/PDGFB/NR4A3/TNF/P2RY6/GPER1",8,4.34676434676435
