"","names","scores","logfoldchanges","pvals","pvals_adj","logp","Celltype"
"2419","CHEMBL1200463|OXAPROZIN POTASSIUM",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2420","CHEMBL3989676|OXYPHENBUTAZONE",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2421","CHEMBL1021|NEPAFENAC",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2422","CHEMBL15677|FENCLOFENAC",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2423","CHEMBL139|DICLOFENAC",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2424","CHEMBL3989754|FLURBIPROFEN SODIUM",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2425","CHEMBL13376|CLOMETACIN",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2426","CHEMBL2103736|FENOPROFEN CALCIUM",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2427","CHEMBL751|BROMFENAC SODIUM",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2428","CHEMBL1201141|IBUPROFEN LYSINE",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2429","CHEMBL146095|GLAFENINE",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2430","CHEMBL1200804|DICLOFENAC POTASSIUM",-17.975079,-1.6998812,3.05432160155468e-72,1.35834011589141e-70,69.8669914730889,"SAMac2"
"2179","CHEMBL1201831|CERTOLIZUMAB PEGOL",-6.306793,-1.6552367,2.84875779186474e-10,1.19726143623731e-09,8.92181100588608,"SAMac2"
"2180","CHEMBL1201581|INFLIXIMAB",-6.306793,-1.6552367,2.84875779186474e-10,1.19726143623731e-09,8.92181100588608,"SAMac2"
"2181","CHEMBL1201572|ETANERCEPT",-6.306793,-1.6552367,2.84875779186474e-10,1.19726143623731e-09,8.92181100588608,"SAMac2"
"2182","CHEMBL1201833|GOLIMUMAB",-6.306793,-1.6552367,2.84875779186474e-10,1.19726143623731e-09,8.92181100588608,"SAMac2"
"2183","CHEMBL1201580|ADALIMUMAB",-6.306793,-1.6552367,2.84875779186474e-10,1.19726143623731e-09,8.92181100588608,"SAMac2"
"2411","CHEMBL12610|BENZYDAMINE",-17.885977,-1.6165851,1.51669422546221e-71,6.50848083417642e-70,69.1865203697002,"SAMac2"
"2433","CHEMBL41355|EZOGABINE",-18.415865,-1.6145306,9.80118052354614e-76,7.26475380624056e-74,73.1387790988337,"SAMac2"
"2441","CHEMBL3137309|VENETOCLAX",-22.574846,-1.5565673,7.65749711806053e-113,2.67574827868229e-110,109.572554745284,"SAMac2"
"2443","CHEMBL1223|PENICILLIN G POTASSIUM",-24.354317,-1.5206602,5.21788327477063e-131,2.55258849801779e-128,127.593019192029,"SAMac2"
"2432","CHEMBL112|ACETAMINOPHEN",-18.347233,-1.5132109,3.47352576848394e-75,2.49889530285639e-73,72.6022519392894,"SAMac2"
"2436","CHEMBL25|ASPIRIN",-20.068556,-1.421243,1.38985204707833e-89,2.12473631697099e-87,86.6726949588795,"SAMac2"
"2404","CHEMBL1528134|BENZYDAMINE HYDROCHLORIDE",-17.258642,-1.4196517,9.63486580261192e-67,3.27317802127622e-65,64.4850303736851,"SAMac2"
"2168","CHEMBL599|MELOXICAM",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2169","CHEMBL416146|ETORICOXIB",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2170","CHEMBL1316|CARPROFEN",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2171","CHEMBL1206690|PARECOXIB",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2172","CHEMBL296913|PARECOXIB SODIUM",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2173","CHEMBL404108|LUMIRACOXIB",-5.9485855,-1.4195133,2.70469775475034e-09,1.08632031332009e-08,7.96404209942831,"SAMac2"
"2399","CHEMBL1200613|TOLMETIN SODIUM",-16.550856,-1.4090295,1.57843210822764e-61,4.76647523052446e-60,59.3218026594916,"SAMac2"
"2400","CHEMBL1569487|LORNOXICAM",-17.003696,-1.3877416,7.71008500084477e-65,2.48142998842978e-63,62.6052979735666,"SAMac2"
"2445","CHEMBL1562610|MECLOFENAMATE SODIUM",-29.346245,-1.3526309,2.668276600058e-189,3.26330228187093e-186,185.486342695361,"SAMac2"
"2393","CHEMBL1565476|APAZONE",-15.945845,-1.2807208,3.04494907013194e-57,8.2754949172697e-56,55.082206023726,"SAMac2"
"2394","CHEMBL341812|IBUFENAC",-15.945845,-1.2807208,3.04494907013194e-57,8.2754949172697e-56,55.082206023726,"SAMac2"
"2131","CHEMBL928|DANTROLENE SODIUM",-4.6151037,-1.2017031,3.92899057670079e-06,1.43651882669808e-05,4.84268867786729,"SAMac2"
"2406","CHEMBL354077|AMIFAMPRIDINE",-17.663614,-1.1459275,7.99522608267163e-70,3.00866507664843e-68,67.5216261550513,"SAMac2"
"2407","CHEMBL1200728|GUANIDINE HYDROCHLORIDE",-17.663614,-1.1459275,7.99522608267163e-70,3.00866507664843e-68,67.5216261550513,"SAMac2"
"2408","CHEMBL3301611|AMIFAMPRIDINE PHOSPHATE",-17.663614,-1.1459275,7.99522608267163e-70,3.00866507664843e-68,67.5216261550513,"SAMac2"
"2389","CHEMBL154|NAPROXEN",-15.616143,-1.0790225,5.65229109561933e-55,1.42530969277164e-53,52.8460907614458,"SAMac2"
"2442","CHEMBL1201670|SARGRAMOSTIM",-24.042212,-1.0715657,1.00702173360854e-127,4.1052919340108e-125,124.386655954057,"SAMac2"
"2402","CHEMBL3301603|GILTERITINIB FUMARATE",-17.17221,-1.0482534,4.28768164897179e-66,1.41725260991689e-64,63.8485527345688,"SAMac2"
"2403","CHEMBL3301622|GILTERITINIB",-17.17221,-1.0482534,4.28768164897179e-66,1.41725260991689e-64,63.8485527345688,"SAMac2"
"2392","CHEMBL563|FLURBIPROFEN",-15.897694,-1.0241972,6.57410168494047e-57,1.76706073861147e-55,54.7527485223719,"SAMac2"
"2117","CHEMBL65794|CEFPIROME",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2118","CHEMBL1502|PANTOPRAZOLE",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2119","CHEMBL1601|CEFONICID",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2120","CHEMBL1200810|DOXERCALCIFEROL",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2121","CHEMBL1601669|ALFACALCIDOL",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2122","CHEMBL3544909|CALCIFEDIOL",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2123","CHEMBL1200622|PARICALCITOL",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2124","CHEMBL24944|TRIBROMSALAN",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2125","CHEMBL1488|URACIL MUSTARD",-4.468932,-1.0105078,7.86110995686111e-06,2.61253735794596e-05,4.58293749064786,"SAMac2"
"2268","CHEMBL2095222|OCRIPLASMIN",-9.121617,-0.982228,7.40115311677408e-20,4.42621528695095e-19,18.3539674662197,"SAMac2"
"2391","CHEMBL75435|DEXKETOPROFEN",-15.791093,-0.9653667,3.5831721574758e-56,9.42412806149011e-55,54.0257588210268,"SAMac2"
"2438","CHEMBL1742990|BELATACEPT",-20.220707,-0.95501065,6.43553381334803e-91,1.12437969338923e-88,87.9490870064732,"SAMac2"
"2439","CHEMBL1201823|ABATACEPT",-20.220707,-0.95501065,6.43553381334803e-91,1.12437969338923e-88,87.9490870064732,"SAMac2"
"2390","CHEMBL898|DIFLUNISAL",-15.739972,-0.930012,8.04796622765827e-56,2.07213951503707e-54,53.6835810073385,"SAMac2"
"2361","CHEMBL1059|PREGABALIN",-12.708919,-0.8979833,5.27589873874181e-37,8.57387827763119e-36,35.0668226864107,"SAMac2"
"2362","CHEMBL1628502|GABAPENTIN ENACARBIL",-12.708919,-0.8979833,5.27589873874181e-37,8.57387827763119e-36,35.0668226864107,"SAMac2"
"2363","CHEMBL940|GABAPENTIN",-12.708919,-0.8979833,5.27589873874181e-37,8.57387827763119e-36,35.0668226864107,"SAMac2"
"2364","CHEMBL1200382|BEPRIDIL HYDROCHLORIDE",-12.708919,-0.8979833,5.27589873874181e-37,8.57387827763119e-36,35.0668226864107,"SAMac2"
"2367","CHEMBL539770|TERODILINE HYDROCHLORIDE",-12.795903,-0.88765025,1.72830979013254e-37,2.93572621296124e-36,35.5322844493501,"SAMac2"
"2097","CHEMBL1068|OXCARBAZEPINE",-4.0441995,-0.8199975,5.25022058670952e-05,0.000165833289506765,3.78032828441363,"SAMac2"
"2330","CHEMBL1742996|BRODALUMAB",-11.216201,-0.80896443,3.39545457161491e-29,3.19433918545002e-28,27.4956189709313,"SAMac2"
"2379","CHEMBL175|DEXIBUPROFEN",-14.062201,-0.79451615,6.48383866949895e-45,1.39118152505214e-43,42.8566161984156,"SAMac2"
"2437","CHEMBL189171|ACEMETACIN",-20.197275,-0.792568,1.03448494419054e-90,1.68690011566004e-88,87.7729106319941,"SAMac2"
"2347","CHEMBL2109128|LENOGRASTIM",-12.059435,-0.75002337,1.72965535641212e-33,2.3118781430514e-32,31.6360350609068,"SAMac2"
"2348","CHEMBL1201568|PEGFILGRASTIM",-12.059435,-0.75002337,1.72965535641212e-33,2.3118781430514e-32,31.6360350609068,"SAMac2"
"2349","CHEMBL1201567|FILGRASTIM",-12.059435,-0.75002337,1.72965535641212e-33,2.3118781430514e-32,31.6360350609068,"SAMac2"
"2350","CHEMBL4594230|LIPEGFILGRASTIM",-12.059435,-0.75002337,1.72965535641212e-33,2.3118781430514e-32,31.6360350609068,"SAMac2"
"2252","CHEMBL1717|TICLOPIDINE HYDROCHLORIDE",-8.06526,-0.7473761,7.30801993487894e-16,3.92004753524427e-15,14.4067086666099,"SAMac2"
"2165","CHEMBL1282|IMIQUIMOD",-5.8477697,-0.7452282,4.98207831148002e-09,1.98149000811059e-08,7.70300811330374,"SAMac2"
"2318","CHEMBL1201584|ABCIXIMAB",-10.84786,-0.7398053,2.04149026314171e-27,1.68698823771778e-26,25.772887945456,"SAMac2"
"2294","CHEMBL1201218|CEFAMANDOLE NAFATE",-10.005674,-0.7341122,1.43907837425761e-23,1.00284492975331e-22,21.9987662168889,"SAMac2"
"2295","CHEMBL1596|CARBENICILLIN INDANYL",-10.005674,-0.7341122,1.43907837425761e-23,1.00284492975331e-22,21.9987662168889,"SAMac2"
"2296","CHEMBL893|DICLOXACILLIN",-10.005674,-0.7341122,1.43907837425761e-23,1.00284492975331e-22,21.9987662168889,"SAMac2"
"2435","CHEMBL101|PHENYLBUTAZONE",-19.614483,-0.73141515,1.16315874315175e-85,1.49741383460483e-83,82.8246581587432,"SAMac2"
"2189","CHEMBL1201583|BEVACIZUMAB",-6.4335046,-0.7309952,1.24694832077775e-10,5.36034374801824e-10,9.27080735898622,"SAMac2"
"2190","CHEMBL1201825|RANIBIZUMAB",-6.4335046,-0.7309952,1.24694832077775e-10,5.36034374801824e-10,9.27080735898622,"SAMac2"
"2191","CHEMBL1201421|PEGAPTANIB SODIUM",-6.4335046,-0.7309952,1.24694832077775e-10,5.36034374801824e-10,9.27080735898622,"SAMac2"
"2192","CHEMBL3707357|BROLUCIZUMAB",-6.4335046,-0.7309952,1.24694832077775e-10,5.36034374801824e-10,9.27080735898622,"SAMac2"
"2366","CHEMBL1201124|KETOROLAC TROMETHAMINE",-12.737279,-0.7221325,3.66969823761468e-37,6.19040130290035e-36,35.2082811962164,"SAMac2"
"2175","CHEMBL1690|HYDROXYCHLOROQUINE SULFATE",-5.9703074,-0.7167203,2.36807102549049e-09,9.63777325848541e-09,8.01602329527355,"SAMac2"
"2374","CHEMBL1743087|VEDOLIZUMAB",-13.393596,-0.7085346,6.59106328773684e-41,1.25951100014096e-39,38.8997980351689,"SAMac2"
"2163","CHEMBL1200980|ESTROPIPATE",-5.787117,-0.70168763,7.16046503853457e-09,2.83865437346119e-08,7.5468874827247,"SAMac2"
"2114","CHEMBL87708|LOFEPRAMINE",-4.3968945,-0.69971186,1.09810712112697e-05,3.61990568500886e-05,4.44130274466402,"SAMac2"
"2111","CHEMBL1200666|CALCIPOTRIENE",-4.3308744,-0.69636726,1.48518287063679e-05,4.84367640210345e-05,4.31482487904576,"SAMac2"
"2112","CHEMBL2356023|DIHYDROTACHYSTEROL",-4.3308744,-0.69636726,1.48518287063679e-05,4.84367640210345e-05,4.31482487904576,"SAMac2"
"2206","CHEMBL1201635|INSULIN SUSP ISOPHANE BEEF/PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2207","CHEMBL1201542|INSULIN ZINC SUSP EXTENDED PURIFIED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2208","CHEMBL1201629|INSULIN PURIFIED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2209","CHEMBL1201634|INSULIN ZINC SUSP PURIFIED BEEF/PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2210","CHEMBL1201656|INSULIN SUSP ISOPHANE PURIFIED PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2211","CHEMBL1201628|INSULIN SUSP PROTAMINE ZINC BEEF/PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2212","CHEMBL1201627|INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2213","CHEMBL1201664|INSULIN ASPART PROTAMINE RECOMBINANT",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2214","CHEMBL1201543|INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2215","CHEMBL1201541|INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2216","CHEMBL1201640|INSULIN ZINC SUSP EXTENDED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2217","CHEMBL1201611|INSULIN LISPRO PROTAMINE RECOMBINANT",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2218","CHEMBL1201613|INSULIN GLULISINE",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2219","CHEMBL1201496|INSULIN ASPART",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2220","CHEMBL1201641|INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2221","CHEMBL1201639|INSULIN ZINC SUSP BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2222","CHEMBL1201539|INSULIN PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2223","CHEMBL1201540|INSULIN SUSP ISOPHANE RECOMBINANT HUMAN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2224","CHEMBL1201546|INSULIN ZINC SUSP PURIFIED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2225","CHEMBL1201497|INSULIN GLARGINE",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2226","CHEMBL1201655|INSULIN SUSP ISOPHANE PURIFIED BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2227","CHEMBL1201545|INSULIN SUSP ISOPHANE BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2228","CHEMBL2104391|INSULIN DETEMIR",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2229","CHEMBL1201638|INSULIN SUSP PROTAMINE ZINC PURIFIED PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2230","CHEMBL1201644|INSULIN ZINC SUSP RECOMBINANT HUMAN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2231","CHEMBL1201630|INSULIN PURIFIED PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2232","CHEMBL1201538|INSULIN LISPRO",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2233","CHEMBL1201653|INSULIN ZINC SUSP PURIFIED PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2234","CHEMBL2107869|INSULIN DEGLUDEC",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2235","CHEMBL1201643|INSULIN ZINC SUSP PROMPT PURIFIED PORK",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2236","CHEMBL1201642|INSULIN ZINC SUSP PROMPT BEEF",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2237","CHEMBL1201631|INSULIN",-7.433771,-0.6863332,1.05544520047968e-13,4.92675374117042e-13,12.3074391449554,"SAMac2"
"2320","CHEMBL3183968|CEFTRIAXONE SODIUM",-11.09078,-0.68497866,1.39068765273569e-28,1.19775422485616e-27,26.9216322885738,"SAMac2"
"2187","CHEMBL1742982|AFLIBERCEPT",-6.3931956,-0.67744964,1.6245406357013e-10,6.94689929182757e-10,9.15820899698293,"SAMac2"
"2342","CHEMBL406|INDAPAMIDE",-11.910779,-0.6610814,1.04001640324827e-32,1.33187440960485e-31,30.8755367254563,"SAMac2"
"2291","CHEMBL1175|DULOXETINE",-9.908343,-0.65536726,3.82944125736647e-23,2.63112733581977e-22,21.579858133326,"SAMac2"
"2115","CHEMBL1200515|DESERPIDINE",-4.4252553,-0.6548721,9.63283175006636e-06,3.1883499946769e-05,4.49643401086006,"SAMac2"
"2258","CHEMBL3039502|DUVELISIB",-8.462845,-0.6544011,2.6093249862667e-17,1.44398391773945e-16,15.8404376436611,"SAMac2"
"2440","CHEMBL421|SULFASALAZINE",-21.772902,-0.6477683,4.19230891541571e-105,9.32217055191529e-103,102.030482955783,"SAMac2"
"2434","CHEMBL18442|PLERIXAFOR",-18.479496,-0.64008975,3.01984734285689e-76,2.3827569679445e-74,73.6229202517631,"SAMac2"
"2397","CHEMBL1201013|OLSALAZINE SODIUM",-16.469587,-0.62672514,6.06825342532585e-61,1.76701760456512e-59,58.7527591236526,"SAMac2"
"2398","CHEMBL1200760|BALSALAZIDE DISODIUM",-16.469587,-0.62672514,6.06825342532585e-61,1.76701760456512e-59,58.7527591236526,"SAMac2"
"2269","CHEMBL1287853|FEDRATINIB",-9.194062,-0.61411434,3.7827883497731e-20,2.2846173589e-19,18.6411865276877,"SAMac2"
"2270","CHEMBL4297216|FEDRATINIB HYDROCHLORIDE",-9.194062,-0.61411434,3.7827883497731e-20,2.2846173589e-19,18.6411865276877,"SAMac2"
"2061","CHEMBL787|MONTELUKAST",-3.5461676,-0.59783095,0.00039087761832809,0.00116312245064539,2.93437456141928,"SAMac2"
"2333","CHEMBL1357648|AMODIAQUINE HYDROCHLORIDE",-11.41892,-0.58700985,3.36389726748452e-30,3.99421976517823e-29,28.3985680435769,"SAMac2"
"2431","CHEMBL1034|DICLOFENAC SODIUM",-18.197811,-0.5754173,5.37120611927011e-74,3.64943615770408e-72,71.4377742293828,"SAMac2"
"2395","CHEMBL1607273|CETIRIZINE HYDROCHLORIDE",-16.05066,-0.5687903,5.6560027511092e-58,1.57211167377422e-56,55.8035166074179,"SAMac2"
"2312","CHEMBL2360628|ACRIFLAVINE",-10.778035,-0.56826633,4.37121812664592e-27,3.5171051111105e-26,25.4538146522992,"SAMac2"
"2313","CHEMBL1200881|MINOCYCLINE HYDROCHLORIDE",-10.778035,-0.56826633,4.37121812664592e-27,3.5171051111105e-26,25.4538146522992,"SAMac2"
"2314","CHEMBL2359093|ROSE BENGAL SODIUM",-10.778035,-0.56826633,4.37121812664592e-27,3.5171051111105e-26,25.4538146522992,"SAMac2"
"2410","CHEMBL6|INDOMETHACIN",-17.84925,-0.56028134,2.92942379961949e-71,1.21446959557106e-69,68.9156133533504,"SAMac2"
"2356","CHEMBL252556|IDEBENONE",-12.484575,-0.5573426,9.06257895827759e-36,1.34345867466345e-34,33.8717756881007,"SAMac2"
"2127","CHEMBL846|CALCITRIOL",-4.478463,-0.55344695,7.51822966891024e-06,2.53649514071096e-05,4.59576596534517,"SAMac2"
"2128","CHEMBL1452696|FEPRAZONE",-4.478463,-0.55344695,7.51822966891024e-06,2.53649514071096e-05,4.59576596534517,"SAMac2"
"2353","CHEMBL514800|APREMILAST",-12.439113,-0.5475318,1.60274888660072e-35,2.30607280977963e-34,33.6371269848183,"SAMac2"
"2354","CHEMBL193240|ROFLUMILAST",-12.439113,-0.5475318,1.60274888660072e-35,2.30607280977963e-34,33.6371269848183,"SAMac2"
"2355","CHEMBL484785|CRISABOROLE",-12.439113,-0.5475318,1.60274888660072e-35,2.30607280977963e-34,33.6371269848183,"SAMac2"
"2387","CHEMBL1200530|CEFOXITIN SODIUM",-15.276163,-0.5473987,1.10243596549977e-52,2.69655837161244e-51,50.5691901742281,"SAMac2"
"2365","CHEMBL1752|DYPHYLLINE",-12.731737,-0.54296625,3.93974242882046e-37,6.60041779513346e-36,35.1804285734917,"SAMac2"
"2070","CHEMBL1201213|ISOETHARINE",-3.639267,-0.5261098,0.000273415145588169,0.000825646229763778,3.0832059979247,"SAMac2"
"2071","CHEMBL1200627|PROPIOLACTONE",-3.6698215,-0.52535725,0.000242719996493998,0.000733860459115352,3.13438651174258,"SAMac2"
"2072","CHEMBL14053|TRICHLOROACETIC ACID",-3.6698215,-0.52535725,0.000242719996493998,0.000733860459115352,3.13438651174258,"SAMac2"
"2073","CHEMBL1200559|LACTIC ACID",-3.6698215,-0.52535725,0.000242719996493998,0.000733860459115352,3.13438651174258,"SAMac2"
"2074","CHEMBL1464|WARFARIN",-3.6698215,-0.52535725,0.000242719996493998,0.000733860459115352,3.13438651174258,"SAMac2"
"2310","CHEMBL1201039|BENZTHIAZIDE",-10.612189,-0.5153901,2.61546377629302e-26,2.05045653743998e-25,24.6881494318142,"SAMac2"
"2360","CHEMBL1632|CEPHALOTHIN SODIUM",-12.675452,-0.5004367,8.08905873059832e-37,1.30169984572655e-35,34.8854891466224,"SAMac2"
"2275","CHEMBL1201304|INDOCYANINE GREEN",-9.239467,-0.50032824,2.47728353455747e-20,1.51865552018235e-19,18.8185407268945,"SAMac2"
"2444","CHEMBL256997|ATALUREN",-27.478567,-0.5000765,3.16703745964463e-166,2.58219120876359e-163,162.588011601792,"SAMac2"
"2388","CHEMBL527|PIROXICAM",-15.355227,-0.4989071,3.26760455424352e-53,8.07329367644409e-52,51.0929492492087,"SAMac2"
"2161","CHEMBL1289|HALOPROGIN",-5.6541843,-0.49731618,1.56588048616101e-08,6.14790316075414e-08,7.21127298194675,"SAMac2"
