"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","FoldEnrichment"
"GO:0051249","GO:0051249","regulation of lymphocyte activation","29/454","492/16910",6.75808486387202e-05,0.00267544369003382,0.00214742883524905,"GPNMB/LGALS3/LAMP1/CR1/MERTK/TFRC/CBLB/TNFRSF14/VCAM1/SLAMF8/SDC4/ITPKB/CD209/CD22/HES1/SHB/IL2RG/HLX/IL10/HFE/SLAMF1/PLA2G2D/CD274/DTX1/IGF1/SOX13/LAT/CD28/CRTAM",29,2.19543533541062
"GO:0043542","GO:0043542","endothelial cell migration","17/454","214/16910",6.87801450623098e-05,0.0026977101341106,0.00216530086307272,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/NRP2/P2RX4/HMOX1/NRP1/RAB13/SPARC/CYP1B1/GADD45A/ADTRP/ACVRL1",17,2.95884968504261
"GO:0015909","GO:0015909","long-chain fatty acid transport","9/454","67/16910",7.19568023021001e-05,0.00279548813247374,0.00224378178716023,"FABP5/APOE/CD36/PLIN2/FABP3/PPARG/FABP4/ACE/PLA2G2D",9,5.0032875271221
"GO:0043065","GO:0043065","positive regulation of apoptotic process","29/454","494/16910",7.2592940172831e-05,0.00279548813247374,0.00224378178716023,"CTSD/CTSS/CTSL/CTSC/KCNMA1/SOD2/NUPR1/PPARG/IGF2R/MMP9/ACE/HMOX1/CTSK/ADM/GSDME/BNIP3/PHLDA1/HTRA4/CYP1B1/FOXO1/TIMP3/NQO1/GADD45A/IL10/AIFM2/GADD45G/HPGD/CD274/TPD52L1",29,2.18654693324297
"GO:0009395","GO:0009395","phospholipid catabolic process","8/454","53/16910",7.79040602111969e-05,0.00297298737887054,0.00238625049295558,"PLA2G7/APOC1/PLD1/IDH1/PLBD2/APOA2/LDLR/ENPP2",8,5.62214279777242
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","19/454","261/16910",8.5292663032047e-05,0.00322589036253349,0.00258924155633,"GPNMB/LGALS3/CR1/TFRC/CBLB/TNFRSF14/VCAM1/SDC4/CD209/CD22/HES1/IL10/CSF1/SLAMF1/PLA2G2D/CD274/IGF1/CD28/CRTAM",19,2.71144530524752
"GO:0009991","GO:0009991","response to extracellular stimulus","29/454","499/16910",8.6620378700562e-05,0.00324711437323523,0.00260627688125585,"CD68/APOE/FOLR2/GLUL/PLIN2/SOD2/PPARG/RRAGD/TFRC/GCLC/ACE/GDF15/LPL/HMOX1/VCAM1/HAMP/PDK4/CTSK/ADM/BNIP3/CYP1B1/FOXO1/NQO1/GCLM/IGF1R/HFE/LDLR/PRR5/CDKN2B",29,2.16463764533472
"GO:0048486","GO:0048486","parasympathetic nervous system development","5/454","18/16910",8.7538704329641e-05,0.00325275396088035,0.00261080346246298,"NRP2/NRP1/HES1/NAV2/TBX1",5,10.346304454234
"GO:0001659","GO:0001659","temperature homeostasis","15/454","177/16910",8.83731724189209e-05,0.00325520659449173,0.00261277205412462,"FABP5/CD36/ALDH1A1/NR1H3/CMKLR1/FABP4/PDGFC/PLCL1/EPAS1/SCD/FOXO1/IGF1R/THRA/GRB10/GADD45G",15,3.15649966400358
"GO:0032943","GO:0032943","mononuclear cell proliferation","21/454","307/16910",8.96864164952535e-05,0.00327510051960253,0.0026287397938264,"GPNMB/LGALS3/CR1/TFRC/CBLB/ACE/TNFRSF14/VCAM1/SDC4/CD209/CD22/HES1/SHB/IL10/CSF1/SLAMF1/PLA2G2D/CD274/IGF1/CD28/CRTAM",21,2.54781959850192
"GO:0019216","GO:0019216","regulation of lipid metabolic process","22/454","331/16910",9.34824656118896e-05,0.00337063947551506,0.00270542356391672,"FABP5/ASAH1/PSAP/APOC1/APOE/DAB2/NR1H3/FABP3/PPARG/IDH1/PDK4/ADM/IGF1R/CES1/APOA2/THRA/STARD4/APOC3/RAB38/ALK/LDLR/HPGD",22,2.4756112168439
"GO:0015886","GO:0015886","heme transport","4/454","10/16910",9.46898247370851e-05,0.00337063947551506,0.00270542356391672,"ABCC5/FLVCR2/SLC48A1/SLC46A1",4,14.8986784140969
"GO:0150172","GO:0150172","regulation of phosphatidylcholine metabolic process","4/454","10/16910",9.46898247370851e-05,0.00337063947551506,0.00270542356391672,"APOC1/FABP3/RAB38/LDLR",4,14.8986784140969
"GO:0006066","GO:0006066","alcohol metabolic process","23/454","356/16910",9.98463961588538e-05,0.00346637814103346,0.00278226762972468,"CYP27A1/ASAH1/APOC1/APOE/DHRS9/DAB2/ALDH1A1/PLPP3/IDH1/ITPKB/NPC1/CYP1B1/SULT1A1/HRH1/CES1/APOA2/P2RY1/CETP/SULT1A2/STARD4/LDLR/DHCR24/IGF1",23,2.40638766519824
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","28/454","478/16910",0.000100130027445158,0.00346637814103346,0.00278226762972468,"APOE/RGL1/DENND4C/STARD13/RAP2B/ARHGAP17/MRAS/PLD1/ARHGAP10/HMOX1/RAB9A/NRP1/NUCB2/ITPKB/DOCK3/CCDC88C/RHOBTB1/CELSR1/RTN4R/CSF1/APOC3/RAB38/RGL3/DHCR24/IGF1/RND3/ARHGEF10/LAT",28,2.18181483051628
"GO:0006631","GO:0006631","fatty acid metabolic process","24/454","380/16910",0.000100595064856813,0.00346637814103346,0.00278226762972468,"FABP5/ASAH1/MGLL/APOC1/CD36/NR1H3/FABP3/HSD17B4/EPHX1/LPL/PDK4/SCD/CYP1B1/ACOT2/DAGLA/CES1/ADTRP/HACD1/APOC3/PRXL2B/ACOT4/HPGD/ACOT1/PNPLA3",24,2.35242290748899
"GO:0015918","GO:0015918","sterol transport","12/454","121/16910",0.000100775045804251,0.00346637814103346,0.00278226762972468,"APOC1/APOE/CD36/NR1H3/PPARG/NPC1/CES1/APOA2/CETP/STARD4/APOC3/LDLR",12,3.69388721010667
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","9/454","70/16910",0.0001019440636955,0.00346637814103346,0.00278226762972468,"GPNMB/CR1/CBLB/TNFRSF14/SDC4/IL10/PLA2G2D/CD274/CRTAM",9,4.78886091881687
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","17/454","221/16910",0.000102289251092819,0.00346637814103346,0.00278226762972468,"ASAH1/IL18BP/CCL18/FABP4/TNFRSF14/VCAM1/HAMP/DCSTAMP/CTSK/GSDME/HES1/CHI3L1/CYP1B1/CRHBP/BIRC7/TRAF5/CCL24",17,2.86513046424941
"GO:1905952","GO:1905952","regulation of lipid localization","14/454","160/16910",0.00010727594619697,0.00357811738653831,0.00287195446511574,"APOC1/APOE/CD36/DAB2/PLIN2/NR1H3/FABP3/PPARG/P2RX4/LPL/CES1/APOA2/CETP/APOC3",14,3.2590859030837
"GO:1990845","GO:1990845","adaptive thermogenesis","14/454","160/16910",0.00010727594619697,0.00357811738653831,0.00287195446511574,"FABP5/CD36/ALDH1A1/NR1H3/CMKLR1/FABP4/PDGFC/PLCL1/EPAS1/SCD/IGF1R/THRA/GRB10/GADD45G",14,3.2590859030837
"GO:0045926","GO:0045926","negative regulation of growth","18/454","244/16910",0.000110129447640476,0.00364459640785202,0.00292531345295015,"LGMN/DAB2/GDF15/MT2A/SEMA3C/NRP1/DCSTAMP/MT1X/MT1G/MT1H/MT1E/RTN4R/OSGIN1/MT1M/MT1F/ACVRL1/SEMA3A/NAIF1",18,2.74770708456705
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","21/454","312/16910",0.000112597579006448,0.00369739026876987,0.00296768812885212,"CYP27A1/FABP5/MGLL/APOC1/GLUL/DHRS9/ALDH1A1/NR1H3/SDS/HSD3B7/KMO/LPL/PDK4/SCD/CES1/HACD1/STARD4/APOC3/RBP1/PRXL2B/ACOT4",21,2.50698915621823
"GO:0035728","GO:0035728","response to hepatocyte growth factor","5/454","19/16910",0.000116194034202566,0.00378613791447747,0.00303892089452866,"LGMN/GCLC/NRP1/GCLM/IL10",5,9.80176211453744
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","14/454","162/16910",0.000122507106331171,0.00396137482762472,0.00317957375210672,"GPNMB/LGALS3/CR1/MERTK/CBLB/TNFRSF14/SDC4/HLX/IL10/HFE/PLA2G2D/CD274/DTX1/CRTAM",14,3.21885027465057
"GO:0090382","GO:0090382","phagosome maturation","6/454","30/16910",0.000124399432154488,0.0039920908682304,0.00320422779791864,"MCOLN1/RAB7B/SLAMF8/MREG/MYO7A/RAB38",6,7.44933920704846
"GO:0050673","GO:0050673","epithelial cell proliferation","26/454","435/16910",0.00012805329064536,0.00403861325755304,0.00324156871474984,"LIPA/APOE/GLUL/DAB2/MTSS1/NUPR1/PPARG/NRP2/TCF7L2/CXCL12/HMOX1/NRP1/ZNF703/HES1/SPARC/HLX/EGFL7/IL10/HSF4/CCL24/ECM1/LAMC1/IGF1/TBX1/ACVRL1/CDKN2B",26,2.22623930325586
"GO:0044000","GO:0044000","movement in host","15/454","183/16910",0.000128501537757237,0.00403861325755304,0.00324156871474984,"CTSB/CTSL/LAMP1/MRC1/SCARB2/SIGLEC1/CR1/TFRC/WWP1/TNFRSF14/NRP1/CD209/NPC1/LDLR/SLAMF1",15,3.05300787174117
"GO:0016053","GO:0016053","organic acid biosynthetic process","21/454","315/16910",0.000128709346026832,0.00403861325755304,0.00324156871474984,"CYP27A1/FABP5/MGLL/APOC1/GLUL/DHRS9/ALDH1A1/NR1H3/SDS/HSD3B7/KMO/LPL/PDK4/SCD/CES1/HACD1/STARD4/APOC3/RBP1/PRXL2B/ACOT4",21,2.48311306901615
"GO:0006898","GO:0006898","receptor-mediated endocytosis","18/454","248/16910",0.000135210729982161,0.00421141656032671,0.00338026824955401,"CD63/CTSL/APOC1/APOE/CD36/DAB2/MRC1/FCHO2/SCARB2/SIGLEC1/IGF2R/TFRC/MARCO/ADM/LYVE1/APOC3/HFE/LDLR",18,2.70338922836436
"GO:0006022","GO:0006022","aminoglycan metabolic process","12/454","125/16910",0.000137741351114463,0.00425892236000631,0.00341839849481149,"FUCA1/HS3ST2/ABCC5/B3GNT8/SGSH/B4GALT5/CHST7/CHI3L1/LYVE1/CHIT1/NDST3/CHI3L2",12,3.57568281938326
"GO:1903522","GO:1903522","regulation of blood circulation","18/454","249/16910",0.000142215190434809,0.00436538801943371,0.00350385251795907,"CALM3/CLIC2/ACE/FLNA/P2RX4/KCNE1/KCNJ5/EPAS1/ADM/THRB/TMEM38B/HRH1/SPTBN4/THRA/KCNMB4/FXYD1/ECE1/KCNJ2",18,2.69253224351149
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","4/454","11/16910",0.000145646266794615,0.00443854378519417,0.00356257055468843,"APOE/APOA2/APOC3/LDLR",4,13.5442531037245
"GO:0010594","GO:0010594","regulation of endothelial cell migration","14/454","165/16910",0.000148859878617148,0.00450407461301598,0.00361516848070216,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/NRP2/P2RX4/HMOX1/NRP1/SPARC/GADD45A/ACVRL1",14,3.16032572420238
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","6/454","31/16910",0.000150789742795162,0.00453010886865465,0.00363606471988334,"CD36/NR1H3/PPARG/LPL/CSF1/CETP",6,7.20903794230496
"GO:1905954","GO:1905954","positive regulation of lipid localization","11/454","108/16910",0.000153623905128818,0.00458275255018081,0.00367831885519706,"APOE/CD36/DAB2/PLIN2/NR1H3/FABP3/PPARG/P2RX4/LPL/CES1/CETP",11,3.79364496655246
"GO:0071621","GO:0071621","granulocyte chemotaxis","12/454","127/16910",0.000160217392089454,0.00474602009014634,0.00380936456716184,"LGALS3/MPP1/CCL18/CMKLR1/CXCL2/CXCL3/HRH1/CSF1/CXCL9/CCL24/SLAMF1/SAA1",12,3.51937285372368
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","13/454","147/16910",0.000168755236131739,0.00496421652954198,0.00398449863088828,"PLA2G7/LGMN/LGALS3/CMKLR1/TNFRSF14/P2RX4/CXCL12/CCR1/IL1R1/LYVE1/CSF1/CCL24/SLAMF1",13,3.2939254997153
"GO:0030574","GO:0030574","collagen catabolic process","7/454","45/16910",0.000180188097596997,0.00522792316041697,0.00419616117691636,"CTSS/CTSB/CTSL/MMP19/MMP9/CTSK/MMP25",7,5.79393049437102
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","7/454","45/16910",0.000180188097596997,0.00522792316041697,0.00419616117691636,"PLA2G7/APOC1/APOE/LPL/APOA2/CETP/APOC3",7,5.79393049437102
"GO:0045785","GO:0045785","positive regulation of cell adhesion","27/454","470/16910",0.000182482582449218,0.00525847768200604,0.00422068558045811,"CD36/DAB2/PLPP3/CR1/TFRC/FLNA/TNFRSF14/CXCL12/VCAM1/SDC4/NRP1/ITPKB/CD209/HES1/SHB/IL2RG/HLX/IL10/CSF1/NID1/LAMC1/SLAMF1/CD274/IGF1/SAA1/SOX13/CD28",27,2.13970381479051
"GO:0001667","GO:0001667","ameboidal-type cell migration","25/454","421/16910",0.000190112777546251,0.00538776695448974,0.00432445883976986,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/TIMP1/NRP2/MMP9/P2RX4/SEMA3C/HMOX1/SDC4/NRP1/ANXA6/RAB13/SPARC/CYP1B1/GADD45A/ADTRP/ENPP2/TBX1/ACVRL1/SEMA3A",25,2.21179905197401
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","14/454","169/16910",0.00019152992997449,0.00538776695448974,0.00432445883976986,"NPL/CTSL/FUCA1/GM2A/ALDH1A1/ADA2/AMDHD2/RENBP/GNPDA1/SGSH/CHI3L1/LYVE1/CHIT1/CHI3L2",14,3.08552511534551
"GO:0007160","GO:0007160","cell-matrix adhesion","17/454","233/16910",0.000193689442077317,0.00538776695448974,0.00432445883976986,"OTOA/CD63/CD36/SIGLEC1/ITGAX/VCAM1/SDC4/NRP1/ITGAD/LYVE1/SNED1/EDA/CSF1/FBLN5/NID1/ITGA7/ACVRL1",17,2.71757009699193
"GO:1900120","GO:1900120","regulation of receptor binding","5/454","21/16910",0.000194516747855545,0.00538776695448974,0.00432445883976986,"MMP9/PLCL1/NRP1/IL10/HFE",5,8.86826096077197
"GO:2001044","GO:2001044","regulation of integrin-mediated signaling pathway","5/454","21/16910",0.000194516747855545,0.00538776695448974,0.00432445883976986,"CD63/TIMP1/FLNA/NID1/LAMC1",5,8.86826096077197
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","10/454","93/16910",0.000194600647789644,0.00538776695448974,0.00432445883976986,"GLUL/ME1/GCLC/KMO/IDH1/ME3/SLC7A11/GCLM/SLC46A1/ACOT4",10,4.00502107905831
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","11/454","111/16910",0.000196120611043296,0.00539459031415197,0.00432993556848836,"CD63/PLPP3/ITGAX/TIMP1/FLNA/NRP1/ITGAD/NID1/ITGA7/LAMC1/LAT",11,3.6911140215105
"GO:0006641","GO:0006641","triglyceride metabolic process","10/454","94/16910",0.000212645785143343,0.00579092014663138,0.00464804733204596,"MGLL/APOC1/APOE/NR1H3/LPL/APOA2/CETP/APOC3/LDLR/PNPLA3",10,3.96241447183429
"GO:0006054","GO:0006054","N-acetylneuraminate metabolic process","4/454","12/16910",0.000213845625258485,0.00579092014663138,0.00464804733204596,"NPL/AMDHD2/RENBP/GNPDA1",4,12.4155653450808
"GO:0050994","GO:0050994","regulation of lipid catabolic process","8/454","61/16910",0.000214630420920946,0.00579092014663138,0.00464804733204596,"APOC1/IDH1/APOA2/THRA/APOC3/ALK/LDLR/HPGD",8,4.88481259478587
"GO:0032371","GO:0032371","regulation of sterol transport","8/454","62/16910",0.000240733697301351,0.00641350906772657,0.0051477645963811,"APOC1/APOE/NR1H3/PPARG/CES1/APOA2/CETP/APOC3",8,4.80602529486997
"GO:0032374","GO:0032374","regulation of cholesterol transport","8/454","62/16910",0.000240733697301351,0.00641350906772657,0.0051477645963811,"APOC1/APOE/NR1H3/PPARG/CES1/APOA2/CETP/APOC3",8,4.80602529486997
"GO:0015718","GO:0015718","monocarboxylic acid transport","14/454","173/16910",0.000244357284074108,0.00642917674122932,0.00516034016057122,"FABP5/APOE/CD36/PLIN2/FABP3/PPARG/FABP4/ACE/P2RX4/AQP9/RBP7/CES1/RBP1/PLA2G2D",14,3.01418349418146
"GO:0046631","GO:0046631","alpha-beta T cell activation","14/454","173/16910",0.000244357284074108,0.00642917674122932,0.00516034016057122,"CTSL/CBLB/TNFRSF14/ITPKB/LY9/SHB/IL2RG/HLX/SLAMF6/HFE/PLA2G2D/CD274/CD28/CRTAM",14,3.01418349418146
"GO:0006026","GO:0006026","aminoglycan catabolic process","6/454","34/16910",0.000257302680093806,0.00668671259433965,0.00536704976882786,"FUCA1/SGSH/CHI3L1/LYVE1/CHIT1/CHI3L2",6,6.5729463591604
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","6/454","34/16910",0.000257302680093806,0.00668671259433965,0.00536704976882786,"CTSC/NUPR1/MMP9/DAGLA/LDLR/IGF1",6,6.5729463591604
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","7/454","48/16910",0.00027279789505281,0.00704617002099819,0.0056555661169485,"PLA2G7/APOC1/APOE/LPL/APOA2/CETP/APOC3",7,5.43180983847283
"GO:0051235","GO:0051235","maintenance of location","21/454","334/16910",0.000286910108643786,0.00736576497100047,0.00591208708720529,"FTH1/FTL/TXN/APOE/CD36/CALM3/GM2A/PLIN2/NR1H3/MCOLN1/PPARG/CLIC2/FLNA/LPL/ANXA6/CDS2/TMEM38B/CES1/IL10/CXCL9/STARD4",21,2.34185813395236
"GO:1901678","GO:1901678","iron coordination entity transport","4/454","13/16910",0.000302356537635785,0.00760913308111908,0.00610742504150256,"ABCC5/FLVCR2/SLC48A1/SLC46A1",4,11.4605218569976
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","4/454","13/16910",0.000302356537635785,0.00760913308111908,0.00610742504150256,"CD63/FLNA/NID1/LAMC1",4,11.4605218569976
"GO:0034612","GO:0034612","response to tumor necrosis factor","17/454","242/16910",0.000302838040172596,0.00760913308111908,0.00610742504150256,"ASAH1/IL18BP/CCL18/FABP4/TNFRSF14/VCAM1/HAMP/DCSTAMP/CTSK/GSDME/HES1/CHI3L1/CYP1B1/CRHBP/BIRC7/TRAF5/CCL24",17,2.61650344049223
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","6/454","35/16910",0.000303574950592333,0.00760913308111908,0.00610742504150256,"ACP5/HMOX1/IL10/APOA2/HFE/SLAMF1",6,6.38514789175582
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","20/454","313/16910",0.000323047377889191,0.00804958054552126,0.00646094755778382,"FABP5/APOC1/APOE/DAB2/NR1H3/FABP3/NUPR1/ME1/PDK4/ADM/FOXO1/SLC7A11/HRH1/CES1/P2RY1/STARD4/APOC3/LDLR/AK4/IGF1",20,2.37998057733178
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","12/454","138/16910",0.000348138562960218,0.00862406405087417,0.00692205329862422,"APOE/PPARG/NRP2/CXCL12/HMOX1/NRP1/SPARC/EGFL7/IL10/CCL24/ECM1/ACVRL1",12,3.23884313349933
"GO:0046461","GO:0046461","neutral lipid catabolic process","6/454","36/16910",0.000356126082566213,0.00871994269219929,0.00699900971517412,"MGLL/LPL/DAGLA/APOA2/APOC3/PNPLA3",6,6.20778267254038
"GO:0046464","GO:0046464","acylglycerol catabolic process","6/454","36/16910",0.000356126082566213,0.00871994269219929,0.00699900971517412,"MGLL/LPL/DAGLA/APOA2/APOC3/PNPLA3",6,6.20778267254038
"GO:0070661","GO:0070661","leukocyte proliferation","21/454","340/16910",0.000363933204081684,0.00885989110626445,0.00711133847056165,"GPNMB/LGALS3/CR1/TFRC/CBLB/ACE/TNFRSF14/VCAM1/SDC4/CD209/CD22/HES1/SHB/IL10/CSF1/SLAMF1/PLA2G2D/CD274/IGF1/CD28/CRTAM",21,2.30053122570614
"GO:0031100","GO:0031100","animal organ regeneration","8/454","66/16910",0.000372464936554968,0.00901577983569624,0.00723646162449651,"IGF2R/ACE/CXCL12/HMOX1/HAMP/ADM/IL10/APOA2",8,4.51475103457482
"GO:0010632","GO:0010632","regulation of epithelial cell migration","16/454","224/16910",0.000375797405481592,0.00904476028193194,0.00725972260589438,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/NRP2/MMP9/P2RX4/HMOX1/NRP1/SPARC/GADD45A/ENPP2/ACVRL1",16,2.66047828823159
"GO:0002367","GO:0002367","cytokine production involved in immune response","11/454","120/16910",0.000387808019354473,0.00928110039539857,0.00744941958082038,"ACP5/CD36/TNFRSF14/HMOX1/IL1R1/IL10/APOA2/GPRC5B/HFE/SLAMF9/SLAMF1",11,3.41428046989721
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","8/454","67/16910",0.000413211802216374,0.00967537033814601,0.00776587798623618,"ACP5/CD36/SOD2/P2RX4/CYP1B1/GCHFR/NQO1/IL10",8,4.4473666907752
"GO:0033700","GO:0033700","phospholipid efflux","4/454","14/16910",0.000414356340478321,0.00967537033814601,0.00776587798623618,"APOC1/APOE/APOA2/APOC3",4,10.6419131529264
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","9/454","84/16910",0.000414642879079083,0.00967537033814601,0.00776587798623618,"APOE/DAB2/NR1H3/FABP3/ADM/IGF1R/STARD4/RAB38/LDLR",9,3.99071743234739
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation","6/454","37/16910",0.000415532950503724,0.00967537033814601,0.00776587798623618,"CD36/NR1H3/PPARG/LPL/CSF1/CETP",6,6.04000476247172
"GO:0006644","GO:0006644","phospholipid metabolic process","22/454","368/16910",0.000415702880439701,0.00967537033814601,0.00776587798623618,"PLA2G7/FABP5/APOC1/PLPP3/NR1H3/FABP3/PLD1/LPL/IDH1/PLBD2/ITPKB/CDS2/AGPAT4/TMEM38B/APOA2/CETP/PIGA/RAB38/LDLR/PLA2G2D/ENPP2/PNPLA3",22,2.22670465428079
"GO:0051701","GO:0051701","biological process involved in interaction with host","15/454","204/16910",0.000418466200951095,0.00968646353676962,0.00777478187559412,"CTSB/CTSL/LAMP1/MRC1/SCARB2/SIGLEC1/CR1/TFRC/WWP1/TNFRSF14/NRP1/CD209/NPC1/LDLR/SLAMF1",15,2.73872764965017
"GO:0006639","GO:0006639","acylglycerol metabolic process","11/454","122/16910",0.000446974890256091,0.0102901393213304,0.00825931862429733,"MGLL/APOC1/APOE/NR1H3/LPL/DAGLA/APOA2/CETP/APOC3/LDLR/PNPLA3",11,3.35830865891529
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","7/454","52/16910",0.000452018782552127,0.0103154814132586,0.00827965930242666,"VAT1/PPARG/TFRC/GCLC/SLC35F6/BNIP3/IGF1",7,5.01397831243646
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","9/454","85/16910",0.000452946067720988,0.0103154814132586,0.00827965930242666,"GPNMB/CR1/CBLB/TNFRSF14/SDC4/IL10/PLA2G2D/CD274/CRTAM",9,3.94376781549624
"GO:0002548","GO:0002548","monocyte chemotaxis","8/454","68/16910",0.00045750761835043,0.010363648509799,0.00831832033364418,"PLA2G7/LGMN/LGALS3/CCL18/CXCL12/SLAMF8/CCR1/CCL24",8,4.38196423944027
"GO:0051051","GO:0051051","negative regulation of transport","24/454","421/16910",0.000459955977534352,0.0103636889406144,0.00831835278519573,"FABP5/LGALS3/APOC1/TXN/APOE/CD36/CALM3/NR1H3/MMP9/CLIC2/ACE/KCNE1/DYSF/HMOX1/HAMP/HES1/FOXO1/CRHBP/APOA2/P2RY1/ADTRP/TIFAB/GRB10/APOC3",24,2.12332708989505
"GO:0010631","GO:0010631","epithelial cell migration","19/454","298/16910",0.000464789830894035,0.0104171943051171,0.0083612985451837,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/NRP2/MMP9/P2RX4/HMOX1/NRP1/RAB13/SPARC/CYP1B1/GADD45A/ADTRP/ENPP2/ACVRL1",19,2.37478934452887
"GO:0006638","GO:0006638","neutral lipid metabolic process","11/454","123/16910",0.000479282782039725,0.0105331929382296,0.00845440415249779,"MGLL/APOC1/APOE/NR1H3/LPL/DAGLA/APOA2/CETP/APOC3/LDLR/PNPLA3",11,3.33100533648508
"GO:0030534","GO:0030534","adult behavior","12/454","143/16910",0.000481653843802857,0.0105331929382296,0.00845440415249779,"CSTB/NTAN1/CXCL12/NPC1/SLC7A11/UCHL1/CRHBP/SPTBN4/ASIP/ALK/AGRP/KCNJ10",12,3.12559687009026
"GO:0048846","GO:0048846","axon extension involved in axon guidance","6/454","38/16910",0.000482398354583697,0.0105331929382296,0.00845440415249779,"NRP2/CXCL12/SEMA3C/NRP1/SEMA3A/DSCAM",6,5.88105726872247
"GO:0090077","GO:0090077","foam cell differentiation","6/454","38/16910",0.000482398354583697,0.0105331929382296,0.00845440415249779,"CD36/NR1H3/PPARG/LPL/CSF1/CETP",6,5.88105726872247
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","6/454","38/16910",0.000482398354583697,0.0105331929382296,0.00845440415249779,"NRP2/CXCL12/SEMA3C/NRP1/SEMA3A/DSCAM",6,5.88105726872247
"GO:0042180","GO:0042180","cellular ketone metabolic process","15/454","207/16910",0.000488091722375548,0.010548757836647,0.00846689722488195,"FABP5/APOC1/DHRS9/DAB2/NR1H3/FABP3/KMO/PDK4/ADM/SLC7A11/NQO1/CES1/AIFM2/STARD4/APOC3",15,2.69903594458277
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","15/454","207/16910",0.000488091722375548,0.010548757836647,0.00846689722488195,"GPNMB/APOE/CD36/CCL18/PDGFC/MARCO/CCR1/NRP1/MFHAS1/CHI3L1/P2RY1/CCL24/SLAMF1/IGF1/CAVIN3",15,2.69903594458277
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","9/454","86/16910",0.000494110483341007,0.0106246294793528,0.00852779514395647,"GPNMB/CR1/CBLB/TNFRSF14/SDC4/IL10/PLA2G2D/CD274/CRTAM",9,3.89791005019977
"GO:0046651","GO:0046651","lymphocyte proliferation","19/454","300/16910",0.000504529538159281,0.0107938743618319,0.00866363853404826,"GPNMB/LGALS3/CR1/TFRC/CBLB/TNFRSF14/VCAM1/SDC4/CD209/CD22/HES1/SHB/IL10/SLAMF1/PLA2G2D/CD274/IGF1/CD28/CRTAM",19,2.35895741556534
"GO:0046486","GO:0046486","glycerolipid metabolic process","22/454","374/16910",0.000517228696480749,0.0110099535592586,0.00883707320620375,"PLA2G7/FABP5/MGLL/APOC1/APOE/NR1H3/FABP3/PLD1/LPL/ITPKB/CDS2/AGPAT4/DAGLA/APOA2/CETP/PIGA/APOC3/RAB38/LDLR/PLA2G2D/ENPP2/PNPLA3",22,2.19098211972014
"GO:0090132","GO:0090132","epithelium migration","19/454","301/16910",0.000525479969642276,0.0111296657570234,0.00893315948391869,"LGMN/APOE/GLUL/PLPP3/PPARG/SASH1/STARD13/NRP2/MMP9/P2RX4/HMOX1/NRP1/RAB13/SPARC/CYP1B1/GADD45A/ADTRP/ENPP2/ACVRL1",19,2.35112034773955
"GO:0021675","GO:0021675","nerve development","9/454","87/16910",0.000538296405814295,0.0113088946614305,0.0090770164893446,"NRP2/VCAM1/NRP1/HES1/NAV2/TIFAB/ECE1/TBX1/SEMA3A",9,3.85310648640438
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","14/454","187/16910",0.000539281567896356,0.0113088946614305,0.0090770164893446,"ACP5/CD36/CR1/TFRC/TNFRSF14/HMOX1/IL1R1/CD22/IL10/APOA2/GPRC5B/HFE/SLAMF1/CD28",14,2.78852269782563
